"Bathygadus multifilis Günther, 1887",V,"Gadomus multifilis (Günther, 1887)",,,,,,,,,,,,,,,,,,,,,,,
"Bathygadus spongiceps Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Gadomus denticulatus Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Gadomus introniger Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Gadomus magnifilis Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Regania sulcata Smith & Radcliffe, 1912",V,"Bathygadus sulcatus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
Family Macrouridae (243),,,,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus acutirostris Smith & Radcliffe, 1912",V,"Coelorinchus acutirostris Smith & Radcliffe, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus argentatus Smith & Radcliffe, 1912",V,"Coelorinchus argentatus Smith & Radcliffe, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus carinifer Gilbert & Hubbs, 1920",V,"Coelorinchus carinifer Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus commutabilis Smith & Radcliffe, 1912",V,"Coelorinchus commutabilis Smith & Radcliffe, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus dorsalis Gilbert & Hubbs, 1920",V,"Coelorinchus dorsalis Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus macrolepis Gilbert & Hubbs, 1920",V,"Coelorinchus macrolepis Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus macrorhynchus Smith & Radcliffe, 1912",V,"Coelorinchus macrorhynchus Smith & Radcliffe, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus maculatus Gilbert & Hubbs, 1920",V,"Coelorinchus maculatus Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus notatus Smith & Radcliffe, 1912",V,"Coelorinchus notatus Smith & Radcliffe, 1912",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus quincunciatus Gilbert & Hubbs, 1920",V,"Coelorinchus quincunciatus Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus radcliffei Gilbert & Hubbs, 1920",V,"Coelorinchus radcliffei Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus sexradiatus Gilbert & Hubbs, 1920",V,"Coelorinchus sexradiatus Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus smithi Gilbert & Hubbs, 1920",V,"Coelorinchus smithi Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus thompsoni Gilbert & Hubbs, 1920",V,"Coelorinchus thompsoni Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus triocellatus Gilbert & Hubbs, 1920",V,"Coelorinchus triocellatus Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus velifer Gilbert & Hubbs, 1920",V,"Coelorinchus velifer Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coelorhynchus weberi Gilbert & Hubbs, 1920",V,"Coelorinchus weberi Gilbert & Hubbs, 1920",,,,,,,,,,,,,,,,,,,,,,,
"Coryphaenoides semiscaber Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hymenocephalus barbatulus Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hymenocephalus gracilis Gilbert & Hubbs, 1920",V,"Hymenogadus gracilis (Gilbert & Hubbs, 1920)",,,,,,,,,,,,,,,,,,,,,,,
"Hymenocephalus longiceps Smith & Radcliffe, 1912",X,"Hymenocephalus longibarbis (Günther, 1887)",,,,,,,,,,,,,,,,,,,,,,,
"Hymenocephalus longipes Smith & Radcliffe, 1912",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hymenocephalus nascens Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hymenocephalus torvus Smith & Radcliffe, 1912",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Lionurus decimalis Gilbert & Hubbs, 1920",V,"Sphagemacrurus decimalis (Gilbert & Hubbs, 1920)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus camurus Smith & Radcliffe, 1912",VE,"Coryphaenoides camurus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus dubius Smith & Radcliffe, 1912",V,"Coryphaenoides dubius (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus hyostomus Smith & Radcliffe, 1912",V,"Mataeocephalus hyostomus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus lucifer Smith & Radcliffe, 1912",V,"Lucigadus lucifer (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus macronemus Smith & Radcliffe, 1912",V,"Kuronezumia macronema (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus microps Smith & Radcliffe, 1912",V,"Coryphaenoides microps (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus nigromarginatus Smith & Radcliffe, 1912",V,"Lucigadus nigromarginatus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus paradoxus Smith & Radcliffe, 1912",X,"Coryphaenoides rudis Günther, 1878",,,,,,,,,,,,,,,,,,,,,,,
"Macrourus proximus Smith & Radcliffe, 1912",V,"Nezumia proxima (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Malacocephalus luzonensis Gilbert & Hubbs, 1920",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Mataeocephalus nigrescens Smith & Radcliffe, 1912",X,"Mataeocephalus acipenserinus (Gilbert & Cramer, 1897)",,,,,,,,,,,,,,,,,,,,,,,
"Trachonurus robinsi Iwamoto, 1997",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ventrifossa divergens Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ventrifossa nigrodorsalis Gilbert & Hubbs, 1920",V,,,,,,,,,,,,,,,,,,,,,,,,
Family Trachyrincidae (244),,,,,,,,,,,,,,,,,,,,,,,,,
"Macrouroides inflaticeps Smith & Radcliffe, 1912",V,,,,,,,,,,,,,,,,,,,,,,,,
Family Moridae (246),,,,,,,,,,,,,,,,,,,,,,,,,
"Physiculus nigrescens Smith & Radcliffe, 1912",V,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER HOLOCENTRIFORMES (52),,,,,,,,,,,,,,,,,,,,,,,,,
Family Holocentridae (253),,,,,,,,,,,,,,,,,,,,,,,,,
"Holocentrus zebra Marion de Procé, 1822",X,"Epinephelus sexfasciatus (Valenciennes, 1828)",,,,,,,,,,,,,,,,,,,,,,,
"Myripristis robusta Randall & Greenfield, 1996",V,,,,,,,,,,,,,,,,,,,,,,,,
"Myripristis schultzei Seale, 1910",X,"Myripristis violacea Bleeker, 1851",,,,,,,,,,,,,,,,,,,,,,,
"Ostichthys alamai Matsunuma, Fukui & Motomura, 2018",V,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER TRACHICHTHYIFORMES (53),,,,,,,,,,,,,,,,,,,,,,,,,
Family Anoplogastridae (254),,,,,,,,,,,,,,,,,,,,,,,,,
"Anoplogaster brachycera Kotlyar, 1986",V,,,,,,,,,,,,,,,,,,,,,,,,
Family Trachichthyidae (258),,,,,,,,,,,,,,,,,,,,,,,,,
"Gephyroberyx philippinus Fowler, 1938",X,"Gephyroberyx darwinii (Johnson, 1866)",,,,,,,,,,,,,,,,,,,,,,,
"Hoplostethus melanopterus Fowler, 1938",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hoplostethus metallicus Fowler, 1938",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Hoplostethus robustispinus Moore & Dodd, 2010",V,,,,,,,,,,,,,,,,,,,,,,,,
"Paratrachichthys latus Fowler, 1938",V,"Aulotrachichthys latus (Fowler, 1938)",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER BERYCIFORMES,,,,,,,,,,,,,,,,,,,,,,,,,
Family Melamphaidae,,,,,,,,,,,,,,,,,,,,,,,,,
"Scopelogadus unispinis Ebeling & Weed, 1963",V,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER OPHIDIIFORMES (55),,,,,,,,,,,,,,,,,,,,,,,,,
Family Carapidae (267),,,,,,,,,,,,,,,,,,,,,,,,,
"Echiodon anchipterus Williams, 1984",V,,,,,,,,,,,,,,,,,,,,,,,,
"Encheliophis vermicularis Müller, 1842",V,,,,,,,,,,,,,,,,,,,,,,,,
Family Ophidiidae (268),,,,,,,,,,,,,,,,,,,,,,,,,
"Bassozetus robustus Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Dicrolene longimana Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Dicrolene tristis Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Glyptophidium effulgens Nielsen & Machida, 1988",X,"Glyptophidium argenteum Alcock, 1889",,,,,,,,,,,,,,,,,,,,,,,
"Glyptophidium lucidum Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Glyptophidium oceanium Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Homostolus acer Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hypopleuron caninum Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Luciobrotula bartschi Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Mastigopterus imperator Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Monomitopus microlepis Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Monomitopus pallidus Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Neobythites fasciatus Smith & Radcliffe ,1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Neobythites purus Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Neobythites unimaculatus Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Neobythites longipes Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Spottobrotula amaculata Cohen & Nielsen, 1982",V,"Sirembo amaculata (Cohen & Nielsen, 1982)",,,,,,,,,,,,,,,,,,,,,,,
"Tenuicephalus multitrabs Schwarzhans & Møller, 2021",V,,,,,,,,,,,,,,,,,,,,,,,,
"Tenuicephalus squamilabrus Schwarzhans & Møller, 2021",V,,,,,,,,,,,,,,,,,,,,,,,,
"Umalius philippinus Herre & Herald, 1950",X,"Sirembo jerdoni (Day, 1888)",,,,,,,,,,,,,,,,,,,,,,,
Family Bythitidae (269),,,,,,,,,,,,,,,,,,,,,,,,,
"Bythites lepidogenys Smith & Radcliffe, 1913",V,"Cataetyx lepidogenys (Smith & Radcliffe, 1913)",,,,,,,,,,,,,,,,,,,,,,,
"Cataetyx platycephalus Smith & Radcliffe, 1913",X,"Pseudonus squamiceps (Lloyd, 1907)",,,,,,,,,,,,,,,,,,,,,,,
"Diplacanthopoma brunnea Smith & Radcliffe, 1913",VE,"Diplacanthopoma brunneum Smith & Radcliffe, 1913",,,,,,,,,,,,,,,,,,,,,,,
"Grammonus robustus Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hephthocara crassiceps Smith & Radcliffe, 1913",V,,,,,,,,,,,,,,,,,,,,,,,,
"Microbrotula polyactis Anderson, 2005",X,"Microbrotula bentleyi Anderson, 2005",,,,,,,,,,,,,,,,,,,,,,,
"Xenobythites armiger Smith & Radcliffe, 1913",VE,"Bellottia armiger (Smith & Radcliffe, 1913)",,,,,,,,,,,,,,,,,,,,,,,
Family Dinematichthyidae,,,,,,,,,,,,,,,,,,,,,,,,,
"Alionematichthys plicatosurculus Møller & Schwarzhans, 2008",V,,,,,,,,,,,,,,,,,,,,,,,,
"Alionematichthys suluensis Møller & Schwarzhans, 2008",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Brotulinella taiwanensis Schwarzhans, Møller & Nielsen, 2005",V,,,,,,,,,,,,,,,,,,,,,,,,
"Diancistrus karinae Schwarzhans, Møller & Nielsen, 2005",V,,,,,,,,,,,,,,,,,,,,,,,,
"Diancistrus machidai Schwarzhans, Møller & Nielsen, 2005",V,,,,,,,,,,,,,,,,,,,,,,,,
"Diancistrus springeri Schwarzhans, Møller & Nielsen, 2005",V,,,,,,,,,,,,,,,,,,,,,,,,
"Paradiancistrus cuyoensis Schwarzhans, Møller & Nielsen, 2005",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Ungusurculus philippinensis Schwarzhans & Møller, 2007",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Ungusurculus williamsi Schwarzhans & Møller, 2007",VE,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER BATRACHOIDIFORMES (56),,,,,,,,,,,,,,,,,,,,,,,,,
Family Batrachoididae (272),,,,,,,,,,,,,,,,,,,,,,,,,
"Halophryne hutchinsi Greenfield, 1998",V,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER KURTIFORMES (57),,,,,,,,,,,,,,,,,,,,,,,,,
Family Apogonidae (274),,,,,,,,,,,,,,,,,,,,,,,,,
"Amia albomarginata Smith & Radcliffe, 1912",V,"Jaydia albomarginata (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia angustata Smith & Radcliffe, 1911",V,"Ostorhinchus angustatus (Smith & Radcliffe, 1911)",,,,,,,,,,,,,,,,,,,,,,,
"Amia atrogaster Smith & Radcliffe, 1912",V,"Ostorhinchus atrogaster (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia cavitensis Jordan & Seale, 1907",V,"Ostorhinchus cavitensis (Jordan & Seale, 1907)",,,,,,,,,,,,,,,,,,,,,,,
"Amia compressa Smith & Radcliffe, 1911",V,"Ostorhinchus compressus (Smith & Radcliffe, 1911)",,,,,,,,,,,,,,,,,,,,,,,
"Amia diencaea Smith & Radcliffe, 1912",X,"Apogon semiornatus Peters, 1876",,,,,,,,,,,,,,,,,,,,,,,
"Amia diversa Smith & Radcliffe, 1912",V,"Ostorhinchus diversus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia gilberti Jordan & Seale, 1905",V,"Zoramia gilberti (Jordan & Seale, 1905)",,,,,,,,,,,,,,,,,,,,,,,
"Amia griffini Seale, 1910",V,"Ostorhinchus griffini (Seale, 1910)",,,,,,,,,,,,,,,,,,,,,,,
"Amia grossidens Smith & Radcliffe, 1912",VE,"Amioides grossidens (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia jenkinsi Evermann & Seale, 1907",V,"Ostorhinchus jenkinsi (Evermann & Seale, 1907)",,,,,,,,,,,,,,,,,,,,,,,
"Amia nigrocincta Smith & Radcliffe, 1912",V,"Ostorhinchus nigrocincta (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia parvula Smith & Radcliffe, 1912",V,"Ostorhinchus parvulus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia radcliffei Fowler, 1918",V,"Ostorhinchus radcliffei (Fowler, 1918)",,,,,,,,,,,,,,,,,,,,,,,
"Amia robusta Smith & Radcliffe, 1911",X,"Ostorhinchus cookii (Macleay, 1881)",,,,,,,,,,,,,,,,,,,,,,,
"Amia sealei Fowler, 1918",V,"Ostorhinchus sealei (Fowler, 1918)",,,,,,,,,,,,,,,,,,,,,,,
"Amia striata Smith & Radcliffe, 1912",V,"Jaydia striata (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia uninotata Smith & Radcliffe, 1912",VE,"Apogonichthyoides uninotatus (Smith & Radcliffe, 1912)",,,,,,,,,,,,,,,,,,,,,,,
"Amia versicolor Smith & Radcliffe, 1911",V,"Siphamia versicolor (Smith & Radcliffe, 1911)",,,,,,,,,,,,,,,,,,,,,,,
"Amia wilsoni Fowler, 1918",VE,"Ostorhinchus wilsoni (Fowler, 1918)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon bryx Fraser, 1998",V,"Ostorhinchus bryx (Fraser, 1998)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon franssedai Allen, Kuiter & Randall, 1994",V,"Ostorhinchus franssedai (Allen, Kuiter & Randall, 1994)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon gularis Fraser & Lachner, 1984",V,"Ostorhinchus gularis Fraser & Lachner, 1984",,,,,,,,,,,,,,,,,,,,,,,
"Apogon monospilus Fraser, Randall & Allen, 2002",V,"Ostorhinchus monospilus (Fraser, Randall & Allen, 2002)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon ocellatus Weber, 1913",V,"Apogonichthys ocellatus (Weber, 1913)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon perlitus Fraser & Lachner, 1985",V,"Zoramia perlita (Fraser & Lachner, 1985)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon pleuron Fraser, 2005",V,"Ostorhinchus pleuron (Fraser, 2005)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon posterofasciatus Allen & Randall, 2002",V,,,,,,,,,,,,,,,,,,,,,,,,
"Apogon rufus Randall & Fraser, 1999",V,"Pristicon rufus (Randall & Fraser, 1999)",,,,,,,,,,,,,,,,,,,,,,,
"Apogon selas Randall & Hayashi, 1990",V,"Ostorhinchus selas (Randall & Hayashi, 1990)",,,,,,,,,,,,,,,,,,,,,,,
"Apogonichthys landoni Herre, 1934",V,"Foa landoni (Herre, 1934)",,,,,,,,,,,,,,,,,,,,,,,
"Apogonichthys mentalis Evermann & Seale, 1907",X,"Rhabdamia gracilis (Bleeker, 1856)",,,,,,,,,,,,,,,,,,,,,,,
"Archamia biguttata Lachner, 1951",V,"Taeniamia biguttata (Lachner, 1951)",,,,,,,,,,,,,,,,,,,,,,,
"Archamia dispilus Lachner, 1951",V,"Taeniamia dispilus (Lachner, 1951)",,,,,,,,,,,,,,,,,,,,,,,
"Cheilodipterus nigrotaeniatus Smith & Radcliffe, 1912",V,,,,,,,,,,,,,,,,,,,,,,,,
"Cheilodipterus zonatus Smith & Radcliffe, 1912",V,,,,,,,,,,,,,,,,,,,,,,,,
"Foa fo Jordan & Seale, 1905",V,,,,,,,,,,,,,,,,,,,,,,,,
"Gymnapogon janus Fraser, 2016",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Henicichthys philippinus Herre, 1939",V,"Gymnapogon philippinus (Herre, 1939)",,,,,,,,,,,,,,,,,,,,,,,
"Jaydia erythrophthalma Gon, Liao & Shao, 2015",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Neamia articycla Fraser & Allen, 2006",V,,,,,,,,,,,,,,,,,,,,,,,,
"Neamia octospina Smith & Radcliffe, 1912",V,,,,,,,,,,,,,,,,,,,,,,,,
"Nectamia similis Fraser, 2008",V,,,,,,,,,,,,,,,,,,,,,,,,
"Nectamia viria Fraser, 2008",V,,,,,,,,,,,,,,,,,,,,,,,,
"Ostorhinchus tricinctus Allen & Erdmann, 2012",VE,"Apogon tricinctus (Allen & Erdmann, 2012)",,,,,,,,,,,,,,,,,,,,,,,
"Pseudamia hayashii Randall, Lachner & Fraser, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Pseudamia zonata Randall, Lachner & Fraser, 1985",V,,,,,,,,,,,,,,,,,,,,,,,,
"Siphamia argentea Lachner, 1953",V,,,,,,,,,,,,,,,,,,,,,,,,
"Siphamia cuprea Lachner, 1953",X,"Siphamia tubifer Weber, 1909",,,,,,,,,,,,,,,,,,,,,,,
"Siphamia elongata Lachner, 1953",V,,,,,,,,,,,,,,,,,,,,,,,,
"Siphamia ovalis Lachner, 1953",X,"Siphamia tubifer Weber, 1909",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
ORDER GOBIIFORMES (58),,,,,,,,,,,,,,,,,,,,,,,,,
Family Eleotridae (278),,,,,,,,,,,,,,,,,,,,,,,,,
"Asterropteryx everetti Boulenger, 1895",V,"Hypseleotris everetti (Boulenger, 1895)",,,,,,,,,,,,,,,,,,,,,,,
"Boroda francoi Roxas & Ablan, 1940",X,"Bunaka gyrinoides (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Bunaka pinguis Herre, 1927",X,"Bunaka gyrinoides (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Bunaka sticta Herre, 1942",X,"Bunaka gyrinoides (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Eleotris laglaizei Sauvage, 1880",V,"Giuris laglaizei (Sauvage, 1880)",,,,,,,,,,,,,,,,,,,,,,,
"Hypseleotris agilis Herre, 1927",X,"Giuris laglaizei (Sauvage, 1880)",,,,,,,,,,,,,,,,,,,,,,,
"Hypseleotris pangel Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Hypseleotris quisumbingi Roxas & Ablan, 1940",V,,,,,,,,,,,,,,,,,,,,,,,,
"Luzoneleotris nasugbua Herre, 1938",X,"Xenisthmus polyzonatus (Klunzinger, 1871)",,,,,,,,,,,,,,,,,,,,,,,
Family Butidae (279),,,,,,,,,,,,,,,,,,,,,,,,,
"Boroda albooculata Herre, 1927",VE,"Oxyeleotris albooculata (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Boroda expatria Herre, 1927",VE,"Bostrychus expatria (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Butis leucurus Jordan & Seale, 1905",X,"Butis amboinensis (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Paloa polylepis Herre, 1927",X,"Odonteleotris macrodon (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Paloa villadolidi Roxas & Ablan, 1940",V,,,,,,,,,,,,,,,,,,,,,,,,
"Parviparma straminea Herre, 1927",VE,,,,,,,,,,,,,,,,,,,,,,,,
Family Oxudercidae (281),,,,,,,,,,,,,,,,,,,,,,,,,
"Apocryptodon lomboyi Ablan, 1940",X,"Apocryptodon madurensis (Bleeker, 1849)",,,,,,,,,,,,,,,,,,,,,,,
"Apocryptodon montalbani Herre, 1927",X,"Apocryptodon madurensis (Bleeker, 1849)",,,,,,,,,,,,,,,,,,,,,,,
"Apocryptodon sealei Herre, 1927",X,"Apocryptodon madurensis (Bleeker, 1849)",,,,,,,,,,,,,,,,,,,,,,,
"Apocryptodon taylori Herre, 1927",X,"Apocryptodon madurensis (Bleeker, 1849)",,,,,,,,,,,,,,,,,,,,,,,
"Brachyamblyopus olivaceus Herre, 1927",X,"Caragobius urolepis (Bleeker, 1852)",,,,,,,,,,,,,,,,,,,,,,,
"Brachygobius aggregatus Herre, 1940",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Caecogobius cryptophthalmus Berti & Ercolini, 1991",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Caecogobius personatus Larson & Husana, 2018",V,,,,,,,,,,,,,,,,,,,,,,,,
"Calamiana illota Larson, 1999",V,"Eugnathogobius illotus (Larson, 1999)",,,,,,,,,,,,,,,,,,,,,,,
"Calamiana magnoris Herre, 1945",X,"Eugnathogobius kabilia (Herre, 1940)",,,,,,,,,,,,,,,,,,,,,,,
"Caragobius typhlops Smith & Seale, 1906",X,"Caragobius urolepis (Bleeker, 1852)",,,,,,,,,,,,,,,,,,,,,,,
"Gnatholepis calliurus Jordan & Seale, 1905",X,"Arcygobius baliurus (Valenciennes, 1837)",,,,,,,,,,,,,,,,,,,,,,,
"Gnatholepis davaoensis Seale, 1910",X,"Gnatholepis ophthalmotaenia (Bleeker, 1854)",,,,,,,,,,,,,,,,,,,,,,,
"Gnatholepis gemmeus Herre, 1927",X,"Gnatholepis ophthalmotaenia (Bleeker, 1854)",,,,,,,,,,,,,,,,,,,,,,,
"Gnatholepis volcanus Herre, 1927",V,"Exyrias volcanus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Gobiosoma insignum Herre, 1927",V,"Schismatogobius insignus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Gobiosoma marmoratum Peters, 1868",V,"Schismatogobius marmoratus (Peters, 1868)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius dispar Peters, 1868",VE,"Redigobius dispar (Peters, 1868)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius lacrymosus Peters, 1868",X,"Stenogobius ophthalmoporus (Bleeker, 1853)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius litturatus Steindachner, 1861",VE,"Awaous litturatus (Steindachner, 1861)",,,,,,,,,,,,,,,,,,,,,,,
"Gobius sternbergi Smith, 1902",X,"Redigobius dispar (Peters, 1868)",,,,,,,,,,,,,,,,,,,,,,,
"Lentipes mindanaoensis Chen, 2004",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Lentipes palawanirufus Maeda & Palla, 2021",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Microsicydium atropurpureum Herre, 1927",V,"Stiphodon atropurpureus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Microsicydium formosum Herre, 1927",X,"Stiphodon atropurpureus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Microsicydium pulchellum Herre, 1927",VE,"Stiphodon pulchellus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Mirogobius lacustris Herre, 1927",VE,"Gobiopterus lacustris (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Mirogobius stellatus Herre, 1927",VE,"Gobiopterus stellatus (Herre, 1927)",,,,,,,,,,,,,,,,,,,,,,,
"Mistichthys luzonensis Smith, 1902",VE,,,,,,,,,,,,,,,,,,,,,,,,
"Mistichthys mindanensis Herre, 1944",V,"Gobiopterus mindanensis (Herre, 1944)",,,,,,,,,,,,,,,,,,,,,,,
"Mistichthys panayensis Herre, 1944",V,"Gobiopterus panayensis (Herre, 1944)",,,,,,,,,,,,,,,,,,,,,,,
"Oxyurichthys viridis Herre, 1927",X,"Oxyurichthys ophthalmonema (Bleeker, 1856)",,,,,,,,,,,,,,,,,,,,,,,
"Oxyurichthys visayanus Herre, 1927",X,"Oxyurichthys lonchotus (Jenkins, 1903)",,,,,,,,,,,,,,,,,,,,,,,
"Pandaka pusilla Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Pandaka pygmaea Herre, 1927",V,,,,,,,,,,,,,,,,,,,,,,,,
"Parapocryptes (Paeneapocryptes) mindanensis Herre, 1927",X,"Oxyurichthys notonema (Weber, 1909)",,,,,,,,,,,,,,,,,,,,,,,
"Rhinogobius carpenteri Seale, 1910",VE,,,,,,,,,,,,,,,,,,,,,,,,
